Country names,RCT_ID,RCT_ID_duplicates,country,region_detail,continent,continent_region,country_count,region_count,is_multi_country,is_multi_region,is_online
Côte d'Ivoire (),AEARCTR-0006154,AEARCTR-0006154,Côte d'Ivoire,No additional info,Africa,West Africa,1,0,False,False,False
Private,AEARCTR-0006155,AEARCTR-0006155,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Mexico (),AEARCTR-0006156,AEARCTR-0006156,Mexico,No additional info,North America,Central America,1,0,False,False,False
Uganda (),AEARCTR-0006158,AEARCTR-0006158,Uganda,No additional info,Africa,East Africa,1,0,False,False,False
Private,AEARCTR-0006159,AEARCTR-0006159,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006160,AEARCTR-0006160,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Philippines (Cagayan Valley),AEARCTR-0006162,AEARCTR-0006162,Philippines,Cagayan Valley,Asia,Southeast Asia,1,1,False,False,False
United States of America (),AEARCTR-0006163,AEARCTR-0006163,United States of America,No additional info,North America,North America,1,0,False,False,False
Germany (); Spain (); France (); Greece (); Hungary (); Italy (); Netherlands (); Poland (); Serbia (); Sweden (); Turkey (),AEARCTR-0006164,AEARCTR-0006164_1,Germany,No additional info,Europe,Western Europe,11,0,True,False,False
Germany (); Spain (); France (); Greece (); Hungary (); Italy (); Netherlands (); Poland (); Serbia (); Sweden (); Turkey (),AEARCTR-0006164,AEARCTR-0006164_2,Spain,No additional info,Europe,Southern Europe,11,0,True,False,False
Germany (); Spain (); France (); Greece (); Hungary (); Italy (); Netherlands (); Poland (); Serbia (); Sweden (); Turkey (),AEARCTR-0006164,AEARCTR-0006164_3,France,No additional info,Europe,Western Europe,11,0,True,False,False
Germany (); Spain (); France (); Greece (); Hungary (); Italy (); Netherlands (); Poland (); Serbia (); Sweden (); Turkey (),AEARCTR-0006164,AEARCTR-0006164_4,Greece,No additional info,Europe,Southern Europe,11,0,True,False,False
Germany (); Spain (); France (); Greece (); Hungary (); Italy (); Netherlands (); Poland (); Serbia (); Sweden (); Turkey (),AEARCTR-0006164,AEARCTR-0006164_5,Hungary,No additional info,Europe,Eastern Europe,11,0,True,False,False
Germany (); Spain (); France (); Greece (); Hungary (); Italy (); Netherlands (); Poland (); Serbia (); Sweden (); Turkey (),AEARCTR-0006164,AEARCTR-0006164_6,Italy,No additional info,Europe,Southern Europe,11,0,True,False,False
Germany (); Spain (); France (); Greece (); Hungary (); Italy (); Netherlands (); Poland (); Serbia (); Sweden (); Turkey (),AEARCTR-0006164,AEARCTR-0006164_7,Netherlands,No additional info,Europe,Western Europe,11,0,True,False,False
Germany (); Spain (); France (); Greece (); Hungary (); Italy (); Netherlands (); Poland (); Serbia (); Sweden (); Turkey (),AEARCTR-0006164,AEARCTR-0006164_8,Poland,No additional info,Europe,Eastern Europe,11,0,True,False,False
Germany (); Spain (); France (); Greece (); Hungary (); Italy (); Netherlands (); Poland (); Serbia (); Sweden (); Turkey (),AEARCTR-0006164,AEARCTR-0006164_9,Serbia,No additional info,Europe,Eastern Europe,11,0,True,False,False
Germany (); Spain (); France (); Greece (); Hungary (); Italy (); Netherlands (); Poland (); Serbia (); Sweden (); Turkey (),AEARCTR-0006164,AEARCTR-0006164_10,Sweden,No additional info,Europe,Northern Europe,11,0,True,False,False
Germany (); Spain (); France (); Greece (); Hungary (); Italy (); Netherlands (); Poland (); Serbia (); Sweden (); Turkey (),AEARCTR-0006164,AEARCTR-0006164_11,Turkey,No additional info,Asia,Middle East and North Africa,11,0,True,False,False
Private,AEARCTR-0006165,AEARCTR-0006165,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006167,AEARCTR-0006167,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006168,AEARCTR-0006168,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006169,AEARCTR-0006169,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Pakistan (Sindh),AEARCTR-0006171,AEARCTR-0006171,Pakistan,Sindh,Asia,South Asia,1,1,False,False,False
Australia (New South Wales),AEARCTR-0006173,AEARCTR-0006173,Australia,New South Wales,Oceania,Oceania,1,1,False,False,False
Private,AEARCTR-0006174,AEARCTR-0006174,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006177,AEARCTR-0006177,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Italy (),AEARCTR-0006178,AEARCTR-0006178,Italy,No additional info,Europe,Southern Europe,1,0,False,False,False
Peru (),AEARCTR-0006180,AEARCTR-0006180,Peru,No additional info,South America,South America,1,0,False,False,False
Private,AEARCTR-0006182,AEARCTR-0006182,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0006184,AEARCTR-0006184,United States of America,No additional info,North America,North America,1,0,False,False,False
United States of America (),AEARCTR-0006185,AEARCTR-0006185,United States of America,No additional info,North America,North America,1,0,False,False,False
United States of America (),AEARCTR-0006186,AEARCTR-0006186,United States of America,No additional info,North America,North America,1,0,False,False,False
United States of America (),AEARCTR-0006187,AEARCTR-0006187,United States of America,No additional info,North America,North America,1,0,False,False,False
United States of America (),AEARCTR-0006188,AEARCTR-0006188,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0006189,AEARCTR-0006189,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Colombia (Bogotá),AEARCTR-0006190,AEARCTR-0006190,Colombia,Bogotá,South America,South America,1,1,False,False,False
Private,AEARCTR-0006191,AEARCTR-0006191,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006224,AEARCTR-0006224,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006225,AEARCTR-0006225,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006226,AEARCTR-0006226,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Ethiopia (),AEARCTR-0006227,AEARCTR-0006227,Ethiopia,No additional info,Africa,East Africa,1,0,False,False,False
Kenya (),AEARCTR-0006228,AEARCTR-0006228,Kenya,No additional info,Africa,East Africa,1,0,False,False,False
United States of America (),AEARCTR-0006229,AEARCTR-0006229,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0006230,AEARCTR-0006230,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006233,AEARCTR-0006233,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006235,AEARCTR-0006235,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Australia (ACT),AEARCTR-0006236,AEARCTR-0006236,Australia,ACT,Oceania,Oceania,1,1,False,False,False
China (Guangdong),AEARCTR-0006237,AEARCTR-0006237,China,Guangdong,Asia,East Asia,1,1,False,False,False
Private,AEARCTR-0006238,AEARCTR-0006238,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006239,AEARCTR-0006239,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006240,AEARCTR-0006240,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006241,AEARCTR-0006241,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Germany (Bremen),AEARCTR-0006242,AEARCTR-0006242,Germany,Bremen,Europe,Western Europe,1,1,False,False,False
Switzerland (),AEARCTR-0006244,AEARCTR-0006244,Switzerland,No additional info,Europe,Western Europe,1,0,False,False,False
Private,AEARCTR-0006245,AEARCTR-0006245,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Germany (Karlsruhe); Denmark (Copenhagen); Estonia (Tallinn); Spain (Castellon); Finland (Oulu); Italy (Trentino); Lithuania (Vilnius),AEARCTR-0006246,AEARCTR-0006246_1,Germany,Karlsruhe,Europe,Western Europe,7,1,True,False,False
Germany (Karlsruhe); Denmark (Copenhagen); Estonia (Tallinn); Spain (Castellon); Finland (Oulu); Italy (Trentino); Lithuania (Vilnius),AEARCTR-0006246,AEARCTR-0006246_2,Denmark,Copenhagen,Europe,Northern Europe,7,1,True,False,False
Germany (Karlsruhe); Denmark (Copenhagen); Estonia (Tallinn); Spain (Castellon); Finland (Oulu); Italy (Trentino); Lithuania (Vilnius),AEARCTR-0006246,AEARCTR-0006246_3,Estonia,Tallinn,Europe,Northern Europe,7,1,True,False,False
Germany (Karlsruhe); Denmark (Copenhagen); Estonia (Tallinn); Spain (Castellon); Finland (Oulu); Italy (Trentino); Lithuania (Vilnius),AEARCTR-0006246,AEARCTR-0006246_4,Spain,Castellon,Europe,Southern Europe,7,1,True,False,False
Germany (Karlsruhe); Denmark (Copenhagen); Estonia (Tallinn); Spain (Castellon); Finland (Oulu); Italy (Trentino); Lithuania (Vilnius),AEARCTR-0006246,AEARCTR-0006246_5,Finland,Oulu,Europe,Northern Europe,7,1,True,False,False
Germany (Karlsruhe); Denmark (Copenhagen); Estonia (Tallinn); Spain (Castellon); Finland (Oulu); Italy (Trentino); Lithuania (Vilnius),AEARCTR-0006246,AEARCTR-0006246_6,Italy,Trentino,Europe,Southern Europe,7,1,True,False,False
Germany (Karlsruhe); Denmark (Copenhagen); Estonia (Tallinn); Spain (Castellon); Finland (Oulu); Italy (Trentino); Lithuania (Vilnius),AEARCTR-0006246,AEARCTR-0006246_7,Lithuania,Vilnius,Europe,Northern Europe,7,1,True,False,False
Private,AEARCTR-0006250,AEARCTR-0006250,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006252,AEARCTR-0006252,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0006253,AEARCTR-0006253,United States of America,No additional info,North America,North America,1,0,False,False,False
United States of America (),AEARCTR-0006254,AEARCTR-0006254,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0006255,AEARCTR-0006255,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006256,AEARCTR-0006256,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0006258,AEARCTR-0006258,United States of America,No additional info,North America,North America,1,0,False,False,False
"Tanzania, United Republic of ()",AEARCTR-0006260,AEARCTR-0006260,Tanzania,No additional info,Africa,East Africa,1,0,False,False,False
Private,AEARCTR-0006262,AEARCTR-0006262,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006263,AEARCTR-0006263,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Mexico (Tlaxcala),AEARCTR-0006264,AEARCTR-0006264,Mexico,Tlaxcala,North America,Central America,1,1,False,False,False
Kenya (Kwale),AEARCTR-0006267,AEARCTR-0006267,Kenya,Kwale,Africa,East Africa,1,1,False,False,False
Switzerland (),AEARCTR-0006270,AEARCTR-0006270,Switzerland,No additional info,Europe,Western Europe,1,0,False,False,False
Private,AEARCTR-0006271,AEARCTR-0006271,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006272,AEARCTR-0006272,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006274,AEARCTR-0006274,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Ghana (),AEARCTR-0006275,AEARCTR-0006275,Ghana,No additional info,Africa,West Africa,1,0,False,False,False
Private,AEARCTR-0006278,AEARCTR-0006278,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006281,AEARCTR-0006281,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006282,AEARCTR-0006282,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Mexico (),AEARCTR-0006284,AEARCTR-0006284,Mexico,No additional info,North America,Central America,1,0,False,False,False
Azerbaijan (),AEARCTR-0006285,AEARCTR-0006285,Azerbaijan,No additional info,Asia,Central Asia,1,0,False,False,False
Private,AEARCTR-0006286,AEARCTR-0006286,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Germany (),AEARCTR-0006287,AEARCTR-0006287,Germany,No additional info,Europe,Western Europe,1,0,False,False,False
Norway (Whole country),AEARCTR-0006290,AEARCTR-0006290,Norway,Whole country,Europe,Northern Europe,1,1,False,False,False
Private,AEARCTR-0006291,AEARCTR-0006291,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0006294,AEARCTR-0006294,United States of America,No additional info,North America,North America,1,0,False,False,False
Ethiopia (Jimma and Sidama),AEARCTR-0006295,AEARCTR-0006295,Ethiopia,Jimma and Sidama,Africa,East Africa,1,1,False,False,False
Private,AEARCTR-0006296,AEARCTR-0006296,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006297,AEARCTR-0006297,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006298,AEARCTR-0006298,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006299,AEARCTR-0006299,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006300,AEARCTR-0006300,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006301,AEARCTR-0006301,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006302,AEARCTR-0006302,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006303,AEARCTR-0006303,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006304,AEARCTR-0006304,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006305,AEARCTR-0006305,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Pakistan (Khyber Pakhtunkhwa),AEARCTR-0006307,AEARCTR-0006307,Pakistan,Khyber Pakhtunkhwa,Asia,South Asia,1,1,False,False,False
Private,AEARCTR-0006308,AEARCTR-0006308,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Austria (); Switzerland (); Germany (),AEARCTR-0006309,AEARCTR-0006309_1,Austria,No additional info,Europe,Western Europe,3,0,True,False,False
Austria (); Switzerland (); Germany (),AEARCTR-0006309,AEARCTR-0006309_2,Switzerland,No additional info,Europe,Western Europe,3,0,True,False,False
Austria (); Switzerland (); Germany (),AEARCTR-0006309,AEARCTR-0006309_3,Germany,No additional info,Europe,Western Europe,3,0,True,False,False
Switzerland (),AEARCTR-0006310,AEARCTR-0006310,Switzerland,No additional info,Europe,Western Europe,1,0,False,False,False
"United States of America (Larimer County, CO)",AEARCTR-0006311,AEARCTR-0006311,United States of America,"Larimer County, CO",North America,North America,1,1,False,False,False
Private,AEARCTR-0006314,AEARCTR-0006314,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Senegal (),AEARCTR-0006315,AEARCTR-0006315,Senegal,No additional info,Africa,West Africa,1,0,False,False,False
Private,AEARCTR-0006316,AEARCTR-0006316,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Israel (Not Applicable),AEARCTR-0006317,AEARCTR-0006317,Israel,No additional info,Asia,Middle East and North Africa,1,0,False,False,False
Private,AEARCTR-0006318,AEARCTR-0006318,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Germany (),AEARCTR-0006319,AEARCTR-0006319,Germany,No additional info,Europe,Western Europe,1,0,False,False,False
Uruguay (Montevideo),AEARCTR-0006321,AEARCTR-0006321,Uruguay,Montevideo,South America,South America,1,1,False,False,False
Guatemala (); Honduras (); El Salvador (); United States of America (Washington DC),AEARCTR-0006322,AEARCTR-0006322_1,Guatemala,No additional info,North America,Central America,4,0,True,False,False
Guatemala (); Honduras (); El Salvador (); United States of America (Washington DC),AEARCTR-0006322,AEARCTR-0006322_2,Honduras,No additional info,North America,Central America,4,0,True,False,False
Guatemala (); Honduras (); El Salvador (); United States of America (Washington DC),AEARCTR-0006322,AEARCTR-0006322_3,El Salvador,No additional info,North America,Central America,4,0,True,False,False
Guatemala (); Honduras (); El Salvador (); United States of America (Washington DC),AEARCTR-0006322,AEARCTR-0006322_4,United States of America,Washington DC,North America,North America,4,1,True,False,False
Private,AEARCTR-0006323,AEARCTR-0006323,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006324,AEARCTR-0006324,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Uganda (),AEARCTR-0006325,AEARCTR-0006325,Uganda,No additional info,Africa,East Africa,1,0,False,False,False
Indonesia (Java and off-Java),AEARCTR-0006360,AEARCTR-0006360,Indonesia,Java and off-Java,Asia,Southeast Asia,1,1,False,False,False
Uganda (Busgoa),AEARCTR-0006361,AEARCTR-0006361,Uganda,Busgoa,Africa,East Africa,1,1,False,False,False
Nepal (),AEARCTR-0006363,AEARCTR-0006363,Nepal,No additional info,Asia,South Asia,1,0,False,False,False
United States of America (),AEARCTR-0006364,AEARCTR-0006364,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0006365,AEARCTR-0006365,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
"Guatemala (Tecpán, Chimaltenango)",AEARCTR-0006366,AEARCTR-0006366,Guatemala,"Tecpán, Chimaltenango",North America,Central America,1,1,False,False,False
Germany (),AEARCTR-0006368,AEARCTR-0006368,Germany,No additional info,Europe,Western Europe,1,0,False,False,False
Private,AEARCTR-0006369,AEARCTR-0006369,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0006370,AEARCTR-0006370,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0006372,AEARCTR-0006372,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Germany (),AEARCTR-0006373,AEARCTR-0006373,Germany,No additional info,Europe,Western Europe,1,0,False,False,False
Private,AEARCTR-0006375,AEARCTR-0006375,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006376,AEARCTR-0006376,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006378,AEARCTR-0006378,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006379,AEARCTR-0006379,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0006380,AEARCTR-0006380,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0006381,AEARCTR-0006381,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006382,AEARCTR-0006382,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006383,AEARCTR-0006383,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006384,AEARCTR-0006384,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Netherlands (Amsterdam),AEARCTR-0006387,AEARCTR-0006387,Netherlands,Amsterdam,Europe,Western Europe,1,1,False,False,False
Private,AEARCTR-0006390,AEARCTR-0006390,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (California),AEARCTR-0006391,AEARCTR-0006391,United States of America,California,North America,North America,1,1,False,False,False
Private,AEARCTR-0006392,AEARCTR-0006392,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006393,AEARCTR-0006393,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006394,AEARCTR-0006394,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Bangladesh (South-West),AEARCTR-0006395,AEARCTR-0006395,Bangladesh,South-West,Asia,South Asia,1,1,False,False,False
Private,AEARCTR-0006396,AEARCTR-0006396,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006397,AEARCTR-0006397,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006398,AEARCTR-0006398,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (NV); United States of America (CA),AEARCTR-0006399,AEARCTR-0006399_1,United States of America,No additional info,North America,North America,1,0,False,False,False
United States of America (NV); United States of America (CA),AEARCTR-0006399,AEARCTR-0006399_2,United States of America,No additional info,North America,North America,1,0,False,False,False
Germany (); United States of America (),AEARCTR-0006400,AEARCTR-0006400_1,Germany,No additional info,Europe,Western Europe,2,0,True,False,False
Germany (); United States of America (),AEARCTR-0006400,AEARCTR-0006400_2,United States of America,No additional info,North America,North America,2,0,True,False,False
Germany (); Finland (); Italy (),AEARCTR-0006401,AEARCTR-0006401_1,Germany,No additional info,Europe,Western Europe,3,0,True,False,False
Germany (); Finland (); Italy (),AEARCTR-0006401,AEARCTR-0006401_2,Finland,No additional info,Europe,Northern Europe,3,0,True,False,False
Germany (); Finland (); Italy (),AEARCTR-0006401,AEARCTR-0006401_3,Italy,No additional info,Europe,Southern Europe,3,0,True,False,False
Private,AEARCTR-0006406,AEARCTR-0006406,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006407,AEARCTR-0006407,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006408,AEARCTR-0006408,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0006409,AEARCTR-0006409,United States of America,No additional info,North America,North America,1,0,False,False,False
Denmark (),AEARCTR-0006411,AEARCTR-0006411,Denmark,No additional info,Europe,Northern Europe,1,0,False,False,False
Denmark (),AEARCTR-0006412,AEARCTR-0006412,Denmark,No additional info,Europe,Northern Europe,1,0,False,False,False
Private,AEARCTR-0006413,AEARCTR-0006413,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006414,AEARCTR-0006414,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Uganda (South-west),AEARCTR-0006415,AEARCTR-0006415,Uganda,South-west,Africa,East Africa,1,1,False,False,False
United States of America (),AEARCTR-0006416,AEARCTR-0006416,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0006419,AEARCTR-0006419,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Canada (Quebec),AEARCTR-0006420,AEARCTR-0006420,Canada,Quebec,North America,North America,1,1,False,False,False
Private,AEARCTR-0006421,AEARCTR-0006421,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
"United States of America (Milwaukee, WI); United States of America (Chicago, IL)",AEARCTR-0006422,AEARCTR-0006422_1,United States of America,"Milwaukee, WI",North America,North America,1,2,False,True,False
"United States of America (Milwaukee, WI); United States of America (Chicago, IL)",AEARCTR-0006422,AEARCTR-0006422_2,United States of America,"Chicago, IL",North America,North America,1,2,False,True,False
Mexico (),AEARCTR-0006424,AEARCTR-0006424,Mexico,No additional info,North America,Central America,1,0,False,False,False
United States of America (),AEARCTR-0006425,AEARCTR-0006425,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0006426,AEARCTR-0006426,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006429,AEARCTR-0006429,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006430,AEARCTR-0006430,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006431,AEARCTR-0006431,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006432,AEARCTR-0006432,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006433,AEARCTR-0006433,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Nicaragua (),AEARCTR-0006434,AEARCTR-0006434,Nicaragua,No additional info,North America,Central America,1,0,False,False,False
Brazil (São Paulo),AEARCTR-0006436,AEARCTR-0006436,Brazil,São Paulo,South America,South America,1,1,False,False,False
Private,AEARCTR-0006437,AEARCTR-0006437,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006438,AEARCTR-0006438,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006439,AEARCTR-0006439,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006440,AEARCTR-0006440,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006443,AEARCTR-0006443,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006444,AEARCTR-0006444,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006445,AEARCTR-0006445,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Denmark (Copenhagen); Norway (Oslo),AEARCTR-0006446,AEARCTR-0006446_1,Denmark,Copenhagen,Europe,Northern Europe,2,1,True,False,False
Denmark (Copenhagen); Norway (Oslo),AEARCTR-0006446,AEARCTR-0006446_2,Norway,Oslo,Europe,Northern Europe,2,1,True,False,False
United Kingdom of Great Britain and Northern Ireland (Nationwide),AEARCTR-0006447,AEARCTR-0006447,United Kingdom of Great Britain and Northern Ireland,No additional info,Europe,Northern Europe,1,0,False,False,False
Côte d'Ivoire (Vallée du Bandama),AEARCTR-0006448,AEARCTR-0006448,Côte d'Ivoire,Vallée du Bandama,Africa,West Africa,1,1,False,False,False
Private,AEARCTR-0006449,AEARCTR-0006449,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006451,AEARCTR-0006451,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006452,AEARCTR-0006452,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
India (Bihar),AEARCTR-0006456,AEARCTR-0006456,India,Bihar,Asia,South Asia,1,1,False,False,False
United States of America (California),AEARCTR-0006457,AEARCTR-0006457,United States of America,California,North America,North America,1,1,False,False,False
Germany (),AEARCTR-0006460,AEARCTR-0006460,Germany,No additional info,Europe,Western Europe,1,0,False,False,False
Private,AEARCTR-0006461,AEARCTR-0006461,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006463,AEARCTR-0006463,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0006464,AEARCTR-0006464,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0006465,AEARCTR-0006465,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Dominican Republic (); Peru (),AEARCTR-0006467,AEARCTR-0006467_1,Dominican Republic,No additional info,North America,Caribbean,2,0,True,False,False
Dominican Republic (); Peru (),AEARCTR-0006467,AEARCTR-0006467_2,Peru,No additional info,South America,South America,2,0,True,False,False
Private,AEARCTR-0006469,AEARCTR-0006469,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006470,AEARCTR-0006470,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006471,AEARCTR-0006471,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006472,AEARCTR-0006472,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
